machine_id,timestamp,variable,value
PUMP-1009,2026-04-01T06:00:00,vibration_mm_s,3.66
PUMP-1009,2026-04-01T06:00:00,temperature_c,64.4
PUMP-1009,2026-04-01T06:00:00,current_a,11.63
PUMP-1009,2026-04-01T06:00:00,pressure_bar,3.15
PUMP-1009,2026-04-01T06:00:00,load_pct,73.2
PUMP-1010,2026-04-01T06:00:00,vibration_mm_s,3.77
PUMP-1010,2026-04-01T06:00:00,temperature_c,65.56
PUMP-1010,2026-04-01T06:00:00,current_a,11.47
PUMP-1010,2026-04-01T06:00:00,pressure_bar,3.11
PUMP-1010,2026-04-01T06:00:00,load_pct,73.37
PUMP-1001,2026-04-01T12:00:00,vibration_mm_s,3.77
PUMP-1001,2026-04-01T12:00:00,temperature_c,70.54
PUMP-1001,2026-04-01T12:00:00,current_a,10.9
PUMP-1001,2026-04-01T12:00:00,pressure_bar,3
PUMP-1001,2026-04-01T12:00:00,load_pct,73.44
PUMP-1002,2026-04-01T12:00:00,vibration_mm_s,3.88
PUMP-1002,2026-04-01T12:00:00,temperature_c,67.42
PUMP-1002,2026-04-01T12:00:00,current_a,11.62
PUMP-1002,2026-04-01T12:00:00,pressure_bar,3.25
PUMP-1002,2026-04-01T12:00:00,load_pct,75.97
PUMP-1003,2026-04-01T12:00:00,vibration_mm_s,3
PUMP-1003,2026-04-01T12:00:00,temperature_c,68.26
PUMP-1003,2026-04-01T12:00:00,current_a,11.61
PUMP-1003,2026-04-01T12:00:00,pressure_bar,3.16
PUMP-1003,2026-04-01T12:00:00,load_pct,76.3
PUMP-1004,2026-04-01T12:00:00,vibration_mm_s,3.87
PUMP-1004,2026-04-01T12:00:00,temperature_c,68.12
PUMP-1004,2026-04-01T12:00:00,current_a,11.66
PUMP-1004,2026-04-01T12:00:00,pressure_bar,3.09
PUMP-1004,2026-04-01T12:00:00,load_pct,76.41
PUMP-1005,2026-04-01T12:00:00,vibration_mm_s,3.43
PUMP-1005,2026-04-01T12:00:00,temperature_c,70.17
PUMP-1005,2026-04-01T12:00:00,current_a,11.3
PUMP-1005,2026-04-01T12:00:00,pressure_bar,3.16
PUMP-1005,2026-04-01T12:00:00,load_pct,81.19
PUMP-1006,2026-04-01T12:00:00,vibration_mm_s,3.39
PUMP-1006,2026-04-01T12:00:00,temperature_c,71.5
PUMP-1006,2026-04-01T12:00:00,current_a,11.4
PUMP-1006,2026-04-01T12:00:00,pressure_bar,3.14
PUMP-1006,2026-04-01T12:00:00,load_pct,76.18
PUMP-1007,2026-04-01T12:00:00,vibration_mm_s,3.66
PUMP-1007,2026-04-01T12:00:00,temperature_c,71.11
PUMP-1007,2026-04-01T12:00:00,current_a,11.2
PUMP-1007,2026-04-01T12:00:00,pressure_bar,3.13
PUMP-1007,2026-04-01T12:00:00,load_pct,80.2
PUMP-1008,2026-04-01T12:00:00,vibration_mm_s,3.64
PUMP-1008,2026-04-01T12:00:00,temperature_c,69.89
PUMP-1008,2026-04-01T12:00:00,current_a,11.06
PUMP-1008,2026-04-01T12:00:00,pressure_bar,3.06
PUMP-1008,2026-04-01T12:00:00,load_pct,80.07
PUMP-1009,2026-04-01T12:00:00,vibration_mm_s,3.71
PUMP-1009,2026-04-01T12:00:00,temperature_c,66.45
PUMP-1009,2026-04-01T12:00:00,current_a,11.16
PUMP-1009,2026-04-01T12:00:00,pressure_bar,3.28
PUMP-1009,2026-04-01T12:00:00,load_pct,77.13
PUMP-1010,2026-04-01T12:00:00,vibration_mm_s,4.06
PUMP-1010,2026-04-01T12:00:00,temperature_c,67.36
PUMP-1010,2026-04-01T12:00:00,current_a,11.09
PUMP-1010,2026-04-01T12:00:00,pressure_bar,3.05
PUMP-1010,2026-04-01T12:00:00,load_pct,78.09
PUMP-1001,2026-04-01T18:00:00,vibration_mm_s,3.82
PUMP-1001,2026-04-01T18:00:00,temperature_c,69.85
PUMP-1001,2026-04-01T18:00:00,current_a,10.34
PUMP-1001,2026-04-01T18:00:00,pressure_bar,2.79
PUMP-1001,2026-04-01T18:00:00,load_pct,74.37
PUMP-1002,2026-04-01T18:00:00,vibration_mm_s,3.84
PUMP-1002,2026-04-01T18:00:00,temperature_c,68.08
PUMP-1002,2026-04-01T18:00:00,current_a,10.96
PUMP-1002,2026-04-01T18:00:00,pressure_bar,3.07
PUMP-1002,2026-04-01T18:00:00,load_pct,76.62
PUMP-1003,2026-04-01T18:00:00,vibration_mm_s,3.26
PUMP-1003,2026-04-01T18:00:00,temperature_c,69.33
PUMP-1003,2026-04-01T18:00:00,current_a,11.72
PUMP-1003,2026-04-01T18:00:00,pressure_bar,3.03
PUMP-1003,2026-04-01T18:00:00,load_pct,78.98
PUMP-1004,2026-04-01T18:00:00,vibration_mm_s,3.67
PUMP-1004,2026-04-01T18:00:00,temperature_c,66.6
PUMP-1004,2026-04-01T18:00:00,current_a,10.93
PUMP-1004,2026-04-01T18:00:00,pressure_bar,2.86
PUMP-1004,2026-04-01T18:00:00,load_pct,75.76
PUMP-1005,2026-04-01T18:00:00,vibration_mm_s,3.44
PUMP-1005,2026-04-01T18:00:00,temperature_c,69.69
PUMP-1005,2026-04-01T18:00:00,current_a,11.52
PUMP-1005,2026-04-01T18:00:00,pressure_bar,3.03
PUMP-1005,2026-04-01T18:00:00,load_pct,74.97
PUMP-1006,2026-04-01T18:00:00,vibration_mm_s,3.41
PUMP-1006,2026-04-01T18:00:00,temperature_c,69.98
PUMP-1006,2026-04-01T18:00:00,current_a,11.19
PUMP-1006,2026-04-01T18:00:00,pressure_bar,3.04
PUMP-1006,2026-04-01T18:00:00,load_pct,75.51
PUMP-1007,2026-04-01T18:00:00,vibration_mm_s,3.8
PUMP-1007,2026-04-01T18:00:00,temperature_c,70.56
PUMP-1007,2026-04-01T18:00:00,current_a,10.87
PUMP-1007,2026-04-01T18:00:00,pressure_bar,2.94
PUMP-1007,2026-04-01T18:00:00,load_pct,78.7
PUMP-1008,2026-04-01T18:00:00,vibration_mm_s,3.41
PUMP-1008,2026-04-01T18:00:00,temperature_c,68.75
PUMP-1008,2026-04-01T18:00:00,current_a,11.35
PUMP-1008,2026-04-01T18:00:00,pressure_bar,3.07
PUMP-1008,2026-04-01T18:00:00,load_pct,78.67
PUMP-1009,2026-04-01T18:00:00,vibration_mm_s,3.9
PUMP-1009,2026-04-01T18:00:00,temperature_c,65.45
PUMP-1009,2026-04-01T18:00:00,current_a,11.39
PUMP-1009,2026-04-01T18:00:00,pressure_bar,3.05
PUMP-1009,2026-04-01T18:00:00,load_pct,75.94
PUMP-1010,2026-04-01T18:00:00,vibration_mm_s,3.95
PUMP-1010,2026-04-01T18:00:00,temperature_c,66.16
PUMP-1010,2026-04-01T18:00:00,current_a,11.49
PUMP-1010,2026-04-01T18:00:00,pressure_bar,3.08
PUMP-1010,2026-04-01T18:00:00,load_pct,71.28
PUMP-1001,2026-04-02T00:00:00,vibration_mm_s,3.75
PUMP-1001,2026-04-02T00:00:00,temperature_c,71.46
PUMP-1001,2026-04-02T00:00:00,current_a,10.49
PUMP-1001,2026-04-02T00:00:00,pressure_bar,2.91
PUMP-1001,2026-04-02T00:00:00,load_pct,74.99
PUMP-1002,2026-04-02T00:00:00,vibration_mm_s,3.9
PUMP-1002,2026-04-02T00:00:00,temperature_c,66.46
PUMP-1002,2026-04-02T00:00:00,current_a,10.67
PUMP-1002,2026-04-02T00:00:00,pressure_bar,3.05
PUMP-1002,2026-04-02T00:00:00,load_pct,71.59
PUMP-1003,2026-04-02T00:00:00,vibration_mm_s,3.1
PUMP-1003,2026-04-02T00:00:00,temperature_c,68.05
PUMP-1003,2026-04-02T00:00:00,current_a,12.07
PUMP-1003,2026-04-02T00:00:00,pressure_bar,2.87
PUMP-1003,2026-04-02T00:00:00,load_pct,74.68
PUMP-1004,2026-04-02T00:00:00,vibration_mm_s,3.7
PUMP-1004,2026-04-02T00:00:00,temperature_c,67.92
PUMP-1004,2026-04-02T00:00:00,current_a,11
PUMP-1004,2026-04-02T00:00:00,pressure_bar,2.88
PUMP-1004,2026-04-02T00:00:00,load_pct,76.64
PUMP-1005,2026-04-02T00:00:00,vibration_mm_s,3.36
PUMP-1005,2026-04-02T00:00:00,temperature_c,68.31
PUMP-1005,2026-04-02T00:00:00,current_a,11.69
PUMP-1005,2026-04-02T00:00:00,pressure_bar,2.89
PUMP-1005,2026-04-02T00:00:00,load_pct,75.04
PUMP-1006,2026-04-02T00:00:00,vibration_mm_s,3.52
PUMP-1006,2026-04-02T00:00:00,temperature_c,68.54
PUMP-1006,2026-04-02T00:00:00,current_a,11.06
PUMP-1006,2026-04-02T00:00:00,pressure_bar,3.22
PUMP-1006,2026-04-02T00:00:00,load_pct,73.47
PUMP-1007,2026-04-02T00:00:00,vibration_mm_s,3.55
PUMP-1007,2026-04-02T00:00:00,temperature_c,70.62
PUMP-1007,2026-04-02T00:00:00,current_a,10.93
PUMP-1007,2026-04-02T00:00:00,pressure_bar,3.03
PUMP-1007,2026-04-02T00:00:00,load_pct,79.83
PUMP-1008,2026-04-02T00:00:00,vibration_mm_s,3.56
PUMP-1008,2026-04-02T00:00:00,temperature_c,67.82
PUMP-1008,2026-04-02T00:00:00,current_a,10.9
PUMP-1008,2026-04-02T00:00:00,pressure_bar,3.06
PUMP-1008,2026-04-02T00:00:00,load_pct,80.73
PUMP-1009,2026-04-02T00:00:00,vibration_mm_s,3.92
PUMP-1009,2026-04-02T00:00:00,temperature_c,65.87
PUMP-1009,2026-04-02T00:00:00,current_a,11.45
PUMP-1009,2026-04-02T00:00:00,pressure_bar,3.04
PUMP-1009,2026-04-02T00:00:00,load_pct,70.74
PUMP-1010,2026-04-02T00:00:00,vibration_mm_s,3.89
PUMP-1010,2026-04-02T00:00:00,temperature_c,64.11
PUMP-1010,2026-04-02T00:00:00,current_a,10.83
PUMP-1010,2026-04-02T00:00:00,pressure_bar,3.07
PUMP-1010,2026-04-02T00:00:00,load_pct,69.98
PUMP-1001,2026-04-02T06:00:00,vibration_mm_s,3.84
PUMP-1001,2026-04-02T06:00:00,temperature_c,71.98
PUMP-1001,2026-04-02T06:00:00,current_a,11.06
PUMP-1001,2026-04-02T06:00:00,pressure_bar,3
PUMP-1001,2026-04-02T06:00:00,load_pct,76.15
PUMP-1002,2026-04-02T06:00:00,vibration_mm_s,3.92
PUMP-1002,2026-04-02T06:00:00,temperature_c,68.25
PUMP-1002,2026-04-02T06:00:00,current_a,10.97
PUMP-1002,2026-04-02T06:00:00,pressure_bar,3
PUMP-1002,2026-04-02T06:00:00,load_pct,73.51
PUMP-1003,2026-04-02T06:00:00,vibration_mm_s,3.17
PUMP-1003,2026-04-02T06:00:00,temperature_c,68.12
PUMP-1003,2026-04-02T06:00:00,current_a,12.22
PUMP-1003,2026-04-02T06:00:00,pressure_bar,3.04
PUMP-1003,2026-04-02T06:00:00,load_pct,76.24
PUMP-1004,2026-04-02T06:00:00,vibration_mm_s,3.66
PUMP-1004,2026-04-02T06:00:00,temperature_c,68.54
PUMP-1004,2026-04-02T06:00:00,current_a,11.43
PUMP-1004,2026-04-02T06:00:00,pressure_bar,2.89
PUMP-1004,2026-04-02T06:00:00,load_pct,76.97
PUMP-1005,2026-04-02T06:00:00,vibration_mm_s,3.34
PUMP-1005,2026-04-02T06:00:00,temperature_c,67.87
PUMP-1005,2026-04-02T06:00:00,current_a,11.83
PUMP-1005,2026-04-02T06:00:00,pressure_bar,2.94
PUMP-1005,2026-04-02T06:00:00,load_pct,75.7
PUMP-1006,2026-04-02T06:00:00,vibration_mm_s,3.49
PUMP-1006,2026-04-02T06:00:00,temperature_c,69.23
PUMP-1006,2026-04-02T06:00:00,current_a,10.91
PUMP-1006,2026-04-02T06:00:00,pressure_bar,3.22
PUMP-1006,2026-04-02T06:00:00,load_pct,78.93
PUMP-1007,2026-04-02T06:00:00,vibration_mm_s,3.79
PUMP-1007,2026-04-02T06:00:00,temperature_c,71.62
PUMP-1007,2026-04-02T06:00:00,current_a,11.78
PUMP-1007,2026-04-02T06:00:00,pressure_bar,2.98
PUMP-1007,2026-04-02T06:00:00,load_pct,80.11
PUMP-1008,2026-04-02T06:00:00,vibration_mm_s,3.77
PUMP-1008,2026-04-02T06:00:00,temperature_c,69.57
PUMP-1008,2026-04-02T06:00:00,current_a,10.66
PUMP-1008,2026-04-02T06:00:00,pressure_bar,3.12
PUMP-1008,2026-04-02T06:00:00,load_pct,77.91
PUMP-1009,2026-04-02T06:00:00,vibration_mm_s,3.85
PUMP-1009,2026-04-02T06:00:00,temperature_c,65.32
PUMP-1009,2026-04-02T06:00:00,current_a,11.36
PUMP-1009,2026-04-02T06:00:00,pressure_bar,3.01
PUMP-1009,2026-04-02T06:00:00,load_pct,77.68
PUMP-1010,2026-04-02T06:00:00,vibration_mm_s,4.09
PUMP-1010,2026-04-02T06:00:00,temperature_c,66.43
PUMP-1010,2026-04-02T06:00:00,current_a,11.62
PUMP-1010,2026-04-02T06:00:00,pressure_bar,3.05
PUMP-1010,2026-04-02T06:00:00,load_pct,73.23
PUMP-1001,2026-04-02T12:00:00,vibration_mm_s,3.75
PUMP-1001,2026-04-02T12:00:00,temperature_c,73.72
PUMP-1001,2026-04-02T12:00:00,current_a,10.57
PUMP-1001,2026-04-02T12:00:00,pressure_bar,3.02
PUMP-1001,2026-04-02T12:00:00,load_pct,76.04
PUMP-1002,2026-04-02T12:00:00,vibration_mm_s,3.67
PUMP-1002,2026-04-02T12:00:00,temperature_c,67.88
PUMP-1002,2026-04-02T12:00:00,current_a,11.56
PUMP-1002,2026-04-02T12:00:00,pressure_bar,3.1
PUMP-1002,2026-04-02T12:00:00,load_pct,78.96
PUMP-1003,2026-04-02T12:00:00,vibration_mm_s,3.24
PUMP-1003,2026-04-02T12:00:00,temperature_c,69.27
PUMP-1003,2026-04-02T12:00:00,current_a,12.2
PUMP-1003,2026-04-02T12:00:00,pressure_bar,3.16
PUMP-1003,2026-04-02T12:00:00,load_pct,81.71
PUMP-1004,2026-04-02T12:00:00,vibration_mm_s,3.79
PUMP-1004,2026-04-02T12:00:00,temperature_c,67.74
PUMP-1004,2026-04-02T12:00:00,current_a,11
PUMP-1004,2026-04-02T12:00:00,pressure_bar,2.9
PUMP-1004,2026-04-02T12:00:00,load_pct,76.55
PUMP-1005,2026-04-02T12:00:00,vibration_mm_s,3.2
PUMP-1005,2026-04-02T12:00:00,temperature_c,68.19
PUMP-1005,2026-04-02T12:00:00,current_a,11.93
PUMP-1005,2026-04-02T12:00:00,pressure_bar,3.02
PUMP-1005,2026-04-02T12:00:00,load_pct,81.32
PUMP-1006,2026-04-02T12:00:00,vibration_mm_s,3.38
PUMP-1006,2026-04-02T12:00:00,temperature_c,70.65
PUMP-1006,2026-04-02T12:00:00,current_a,11.27
PUMP-1006,2026-04-02T12:00:00,pressure_bar,3.21
PUMP-1006,2026-04-02T12:00:00,load_pct,75.8
PUMP-1007,2026-04-02T12:00:00,vibration_mm_s,3.85
PUMP-1007,2026-04-02T12:00:00,temperature_c,69.93
PUMP-1007,2026-04-02T12:00:00,current_a,11.27
PUMP-1007,2026-04-02T12:00:00,pressure_bar,3.1
PUMP-1007,2026-04-02T12:00:00,load_pct,82.67
PUMP-1008,2026-04-02T12:00:00,vibration_mm_s,3.49
PUMP-1008,2026-04-02T12:00:00,temperature_c,69.84
PUMP-1008,2026-04-02T12:00:00,current_a,11.37
PUMP-1008,2026-04-02T12:00:00,pressure_bar,3.32
PUMP-1008,2026-04-02T12:00:00,load_pct,83.29
PUMP-1009,2026-04-02T12:00:00,vibration_mm_s,3.56
PUMP-1009,2026-04-02T12:00:00,temperature_c,67.49
PUMP-1009,2026-04-02T12:00:00,current_a,11.64
PUMP-1009,2026-04-02T12:00:00,pressure_bar,3.29
PUMP-1009,2026-04-02T12:00:00,load_pct,76.82
PUMP-1010,2026-04-02T12:00:00,vibration_mm_s,3.94
PUMP-1010,2026-04-02T12:00:00,temperature_c,67.06
PUMP-1010,2026-04-02T12:00:00,current_a,11.69
PUMP-1010,2026-04-02T12:00:00,pressure_bar,3.07
PUMP-1010,2026-04-02T12:00:00,load_pct,77.19
PUMP-1001,2026-04-02T18:00:00,vibration_mm_s,3.81
PUMP-1001,2026-04-02T18:00:00,temperature_c,70.05
PUMP-1001,2026-04-02T18:00:00,current_a,10.21
PUMP-1001,2026-04-02T18:00:00,pressure_bar,3.02
PUMP-1001,2026-04-02T18:00:00,load_pct,77
PUMP-1002,2026-04-02T18:00:00,vibration_mm_s,3.84
PUMP-1002,2026-04-02T18:00:00,temperature_c,68.17
PUMP-1002,2026-04-02T18:00:00,current_a,10.71
PUMP-1002,2026-04-02T18:00:00,pressure_bar,2.93
PUMP-1002,2026-04-02T18:00:00,load_pct,75.68
PUMP-1003,2026-04-02T18:00:00,vibration_mm_s,3.21
PUMP-1003,2026-04-02T18:00:00,temperature_c,67.65
PUMP-1003,2026-04-02T18:00:00,current_a,11.77
PUMP-1003,2026-04-02T18:00:00,pressure_bar,3.01
PUMP-1003,2026-04-02T18:00:00,load_pct,78.48
PUMP-1004,2026-04-02T18:00:00,vibration_mm_s,3.47
PUMP-1004,2026-04-02T18:00:00,temperature_c,68.62
PUMP-1004,2026-04-02T18:00:00,current_a,10.67
PUMP-1004,2026-04-02T18:00:00,pressure_bar,2.87
PUMP-1004,2026-04-02T18:00:00,load_pct,76.25
PUMP-1005,2026-04-02T18:00:00,vibration_mm_s,3.47
PUMP-1005,2026-04-02T18:00:00,temperature_c,68.95
PUMP-1005,2026-04-02T18:00:00,current_a,11.23
PUMP-1005,2026-04-02T18:00:00,pressure_bar,3.18
PUMP-1005,2026-04-02T18:00:00,load_pct,77.37
PUMP-1006,2026-04-02T18:00:00,vibration_mm_s,3.45
PUMP-1006,2026-04-02T18:00:00,temperature_c,68.98
PUMP-1006,2026-04-02T18:00:00,current_a,11.33
PUMP-1006,2026-04-02T18:00:00,pressure_bar,3.11
PUMP-1006,2026-04-02T18:00:00,load_pct,77.81
PUMP-1007,2026-04-02T18:00:00,vibration_mm_s,3.84
PUMP-1007,2026-04-02T18:00:00,temperature_c,68.4
PUMP-1007,2026-04-02T18:00:00,current_a,11.32
PUMP-1007,2026-04-02T18:00:00,pressure_bar,3.1
PUMP-1007,2026-04-02T18:00:00,load_pct,76.55
PUMP-1008,2026-04-02T18:00:00,vibration_mm_s,3.49
PUMP-1008,2026-04-02T18:00:00,temperature_c,69.32
PUMP-1008,2026-04-02T18:00:00,current_a,11.27
PUMP-1008,2026-04-02T18:00:00,pressure_bar,3.03
PUMP-1008,2026-04-02T18:00:00,load_pct,81.04
PUMP-1009,2026-04-02T18:00:00,vibration_mm_s,3.83
PUMP-1009,2026-04-02T18:00:00,temperature_c,63.78
PUMP-1009,2026-04-02T18:00:00,current_a,11.67
PUMP-1009,2026-04-02T18:00:00,pressure_bar,3.23
PUMP-1009,2026-04-02T18:00:00,load_pct,73.87
PUMP-1010,2026-04-02T18:00:00,vibration_mm_s,3.78
PUMP-1010,2026-04-02T18:00:00,temperature_c,65.87
PUMP-1010,2026-04-02T18:00:00,current_a,11.26
PUMP-1010,2026-04-02T18:00:00,pressure_bar,3.17
PUMP-1010,2026-04-02T18:00:00,load_pct,74.98
PUMP-1001,2026-04-03T00:00:00,vibration_mm_s,3.64
PUMP-1001,2026-04-03T00:00:00,temperature_c,72.77
PUMP-1001,2026-04-03T00:00:00,current_a,10.49
PUMP-1001,2026-04-03T00:00:00,pressure_bar,2.89
PUMP-1001,2026-04-03T00:00:00,load_pct,75.93
PUMP-1002,2026-04-03T00:00:00,vibration_mm_s,3.64
PUMP-1002,2026-04-03T00:00:00,temperature_c,67.03
PUMP-1002,2026-04-03T00:00:00,current_a,11.16
PUMP-1002,2026-04-03T00:00:00,pressure_bar,3.18
PUMP-1002,2026-04-03T00:00:00,load_pct,75.86
PUMP-1003,2026-04-03T00:00:00,vibration_mm_s,3.21
PUMP-1003,2026-04-03T00:00:00,temperature_c,69.12
PUMP-1003,2026-04-03T00:00:00,current_a,11.63
PUMP-1003,2026-04-03T00:00:00,pressure_bar,2.96
PUMP-1003,2026-04-03T00:00:00,load_pct,78.8
PUMP-1004,2026-04-03T00:00:00,vibration_mm_s,3.5
PUMP-1004,2026-04-03T00:00:00,temperature_c,66.78
PUMP-1004,2026-04-03T00:00:00,current_a,11.42
PUMP-1004,2026-04-03T00:00:00,pressure_bar,2.89
PUMP-1004,2026-04-03T00:00:00,load_pct,80.1
PUMP-1005,2026-04-03T00:00:00,vibration_mm_s,3.35
PUMP-1005,2026-04-03T00:00:00,temperature_c,66.61
PUMP-1005,2026-04-03T00:00:00,current_a,10.94
PUMP-1005,2026-04-03T00:00:00,pressure_bar,2.88
PUMP-1005,2026-04-03T00:00:00,load_pct,79.78
PUMP-1006,2026-04-03T00:00:00,vibration_mm_s,3.35
PUMP-1006,2026-04-03T00:00:00,temperature_c,68.66
PUMP-1006,2026-04-03T00:00:00,current_a,11.22
PUMP-1006,2026-04-03T00:00:00,pressure_bar,3.09
PUMP-1006,2026-04-03T00:00:00,load_pct,78.69
PUMP-1007,2026-04-03T00:00:00,vibration_mm_s,3.55
PUMP-1007,2026-04-03T00:00:00,temperature_c,69.93
PUMP-1007,2026-04-03T00:00:00,current_a,10.96
PUMP-1007,2026-04-03T00:00:00,pressure_bar,2.88
PUMP-1007,2026-04-03T00:00:00,load_pct,79.54
PUMP-1008,2026-04-03T00:00:00,vibration_mm_s,3.62
PUMP-1008,2026-04-03T00:00:00,temperature_c,69.37
PUMP-1008,2026-04-03T00:00:00,current_a,10.62
PUMP-1008,2026-04-03T00:00:00,pressure_bar,3.01
PUMP-1008,2026-04-03T00:00:00,load_pct,82.19
PUMP-1009,2026-04-03T00:00:00,vibration_mm_s,3.87
PUMP-1009,2026-04-03T00:00:00,temperature_c,64.54
PUMP-1009,2026-04-03T00:00:00,current_a,11.28
PUMP-1009,2026-04-03T00:00:00,pressure_bar,2.93
PUMP-1009,2026-04-03T00:00:00,load_pct,75.69
PUMP-1010,2026-04-03T00:00:00,vibration_mm_s,3.93
PUMP-1010,2026-04-03T00:00:00,temperature_c,63.81
PUMP-1010,2026-04-03T00:00:00,current_a,11.29
